"88","Pooja Sharma","62","2","9697.89"
"89","Isha Shah","200","6","39948.37"
"90","Pooja Mehta","353","2","38089.24"
"91","Vikram Gupta","41","5","67734.32"
"92","Isha Singh","9","8","91171.08"
"93","Ananya Shah","124","4","55008.50"
"94","Ananya Gupta","134","5","47685.80"
"95","Nikhil Sharma","465","2","20018.22"
"96","Karan Gupta","207","4","63611.09"
"97","Meera Singh","70","4","19785.66"
"98","Meera Iyer","197","3","22536.17"
"99","Isha Joshi","4","4","46435.49"
"100","Nikhil Kumar","73","10","89325.80"
"101","Meera Sharma","36","4","29154.22"
"102","Arjun Gupta","263","2","8107.78"
"103","Amit Joshi","393","3","31327.22"
"104","Rahul Singh","217","5","14855.44"
"105","Aditya Kumar","199","4","61113.53"
"106","Aditya Verma","114","4","33402.20"
"107","Vikram Shah","57","4","31406.26"
"108","Neha Patel","64","3","11309.75"
"109","Karan Sharma","393","2","8371.85"
"110","Priya Shah","178","4","42730.92"
"111","Aditya Iyer","41","4","21963.05"
"112","Priya Kumar","192","4","32459.56"
"113","Aditya Verma","128","6","43145.88"
"114","Rohan Singh","37","7","51202.22"
"115","Karan Joshi","106","5","55862.88"
"116","Rohan Iyer","149","5","38989.84"
"117","Rahul Kumar","68","2","24106.38"
"118","Meera Mehta","239","5","29515.69"
"119","Isha Joshi","72","5","37278.67"
"120","Nikhil Shah","143","4","33631.12"
"121","Neha Mehta","2","8","94993.58"
"122","Aditya Singh","161","7","69294.16"
"123","Arjun Sharma","216","2","5071.77"
"124","Aditya Kumar","259","4","18853.15"
"125","Ananya Joshi","101","5","24852.71"
"126","Aditya Gupta","263","6","41222.82"
"127","Meera Iyer","6","2","21127.69"
"128","Arjun Kumar","68","5","77407.63"
"129","Aditya Patel","179","5","25459.62"
"130","Rahul Shah","133","4","11383.17"
"131","Neha Joshi","165","5","30615.02"
"132","Meera Patel","142","8","54860.43"
"133","Nikhil Iyer","28","6","51732.80"
"134","Amit Shah","30","6","94520.07"
"135","Amit Iyer","642","2","25744.84"
"136","Arjun Kumar","237","10","79293.16"
"137","Amit Gupta","185","2","7049.64"
"138","Sneha Gupta","123","6","48242.24"
"139","Arjun Joshi","186","1","32232.24"
"140","Amit Patel","111","1","30498.22"
"141","Rohan Patel","160","4","25770.67"
"142","Ananya Gupta","201","4","23087.44"
"143","Pooja Patel","316","1","14174.10"
"144","Nikhil Verma","95","2","15244.53"
"145","Sneha Kumar","71","9","80309.77"
"146","Karan Verma","530","2","7882.25"
"147","Rohan Verma","47","6","80232.20"
"148","Meera Verma","33","7","58787.33"
"149","Sneha Verma","251","3","50560.71"
"150","Meera Iyer","261","2","25694.41"
"151","Neha Iyer","92","5","45111.74"
"152","Karan Joshi","135","4","40827.88"
"153","Karan Kumar","73","7","45931.01"
"154","Isha Patel","66","6","40407.79"
"155","Amit Iyer","357","2","20938.64"
"156","Ananya Sharma","37","6","32254.69"
"157","Isha Gupta","28","6","64000.38"
"158","Nikhil Mehta","92","3","15395.72"
"159","Karan Joshi","287","4","12305.11"
"160","Meera Patel","156","5","17576.62"
"161","Isha Shah","284","5","27187.68"
"162","Isha Sharma","285","7","89699.42"
"163","Isha Joshi","1","7","101900.48"
"164","Aditya Sharma","54","2","18434.08"
"165","Pooja Sharma","7","8","66261.18"
"166","Pooja Gupta","521","2","33621.15"
"167","Karan Shah","180","4","38540.15"
"168","Meera Joshi","227","7","49817.21"
"169","Amit Gupta","11","6","44342.59"
"170","Amit Verma","375","2","30516.03"
"171","Ananya Verma","74","6","71541.63"
"172","Neha Mehta","198","4","43945.18"
"173","Vikram Kumar","179","4","26408.20"
"174","Sneha Gupta","23","6","34940.14"
"175","Vikram Mehta","14","3","22936.53"
"176","Ananya Kumar","88","4","59850.99"
"177","Sneha Mehta","262","6","43124.63"
"178","Isha Patel","498","3","26315.18"
"179","Neha Shah","5","4","43296.06"
"180","Pooja Iyer","251","2","12316.07"
"181","Rohan Verma","23","9","50006.49"
"182","Aditya Kumar","14","9","81947.93"
"183","Meera Verma","380","4","21830.70"
"184","Karan Iyer","52","3","33559.59"
"185","Pooja Verma","13","6","44021.66"
"186","Isha Joshi","20","6","62359.74"
"187","Sneha Iyer","331","3","21833.45"
"188","Sneha Patel","6","6","58852.27"
"189","Sneha Gupta","111","1","7258.46"
"190","Neha Kumar","179","5","61179.95"
"191","Priya Singh","317","5","32804.52"
"192","Nikhil Joshi","322","3","17394.19"
"193","Rahul Joshi","194","5","77008.56"
"194","Sneha Shah","295","3","24217.34"
"195","Priya Sharma","82","3","30209.76"
"196","Rohan Kumar","377","5","43373.39"
"197","Nikhil Verma","184","4","49504.85"
"198","Arjun Shah","13","7","34387.16"
"199","Arjun Gupta","430","2","10973.13"
"200","Pooja Sharma","220","5","41852.44"
"201","Karan Singh","39","4","24793.32"
"202","Meera Kumar","720","2","19706.50"
"203","Ananya Gupta","279","4","11610.29"
"204","Sneha Shah","66","7","80202.17"
"205","Sneha Mehta","84","2","4401.58"
"206","Aditya Singh","201","3","10009.00"
"207","Meera Gupta","471","2","24375.16"
"208","Pooja Kumar","52","5","40097.59"
"209","Meera Gupta","216","3","33357.91"
"210","Sneha Patel","7","3","24801.99"
"211","Pooja Mehta","22","3","14251.13"
"212","Aditya Mehta","8","6","63015.04"
"213","Rahul Sharma","75","6","71241.26"
"214","Sneha Sharma","9","5","55943.00"
"215","Arjun Verma","65","3","49775.95"
"216","Arjun Shah","368","3","24300.93"
"217","Sneha Joshi","53","7","60921.52"
"218","Karan Sharma","45","9","102816.36"
"219","Rohan Mehta","350","3","28324.40"
"220","Priya Verma","70","3","11093.88"
"221","Pooja Kumar","334","3","28127.36"
"222","Vikram Gupta","32","5","52540.69"
"223","Karan Gupta","244","2","5667.28"
"224","Meera Joshi","15","4","21094.73"
"225","Nikhil Shah","173","5","59342.86"
"226","Vikram Joshi","13","7","59083.55"
"227","Priya Kumar","76","10","90883.65"
"228","Nikhil Shah","80","2","17958.45"
"229","Meera Mehta","224","9","88072.00"
"230","Amit Shah","93","6","29507.86"
"231","Arjun Gupta","131","2","27782.76"
"232","Amit Mehta","39","9","75412.98"
"233","Priya Mehta","139","3","38156.08"
"234","Ananya Joshi","191","5","38589.72"
"235","Pooja Gupta","191","3","40151.59"
"236","Ananya Sharma","143","5","32605.59"
"238","Pooja Sharma","101","3","42045.30"
"239","Aditya Sharma","43","5","17381.75"
"240","Arjun Kumar","469","6","37288.43"
"241","Priya Kumar","199","3","29630.19"
"242","Vikram Shah","288","5","22782.94"
"243","Rahul Gupta","252","5","51349.81"
"244","Karan Verma","41","4","51834.97"
"245","Karan Joshi","30","4","25813.40"
"246","Vikram Verma","341","2","4215.63"
"247","Pooja Patel","191","4","57237.20"
"248","Aditya Iyer","416","4","26430.77"
"249","Arjun Kumar","32","3","37448.97"
"250","Amit Shah","82","4","23136.30"
"251","Amit Patel","60","4","20452.37"
"252","Rohan Iyer","81","9","90410.10"
"253","Amit Kumar","50","8","44575.97"
"254","Rahul Shah","494","2","6389.26"
"255","Vikram Joshi","5","3","12797.51"
"256","Neha Mehta","86","1","10738.55"
"257","Nikhil Verma","114","4","41870.53"
"258","Rahul Joshi","31","6","54520.71"
"259","Priya Shah","62","5","44293.19"
"260","Isha Mehta","49","4","16973.67"
"261","Rohan Shah","132","5","46422.27"
"262","Pooja Verma","130","2","13987.15"
"263","Meera Joshi","8","4","62670.79"
"264","Priya Mehta","253","3","28135.86"
"265","Nikhil Kumar","13","3","16141.67"
"266","Pooja Gupta","160","8","57031.27"
"267","Rahul Verma","56","2","20760.35"
"268","Priya Verma","185","11","103600.22"
"269","Isha Shah","171","5","42092.62"
"270","Aditya Iyer","1","5","47448.33"
"271","Neha Gupta","249","4","56725.36"
"272","Nikhil Sharma","294","4","32238.06"
"273","Aditya Gupta","123","4","52218.28"
"274","Amit Iyer","692","1","15874.67"
"275","Rahul Gupta","40","3","19721.09"
"276","Isha Patel","403","3","40285.67"
"277","Karan Kumar","24","4","30061.54"
"278","Neha Gupta","117","7","79397.91"
"279","Sneha Mehta","56","4","77938.24"
"280","Meera Sharma","257","6","68440.91"
"281","Rohan Verma","108","5","77334.49"
"282","Nikhil Singh","41","5","52167.55"
"283","Rohan Patel","75","5","43662.78"
"284","Sneha Joshi","164","2","12578.53"
"285","Rahul Gupta","48","6","76295.01"
"286","Neha Sharma","17","2","16663.78"
"287","Karan Mehta","72","4","22637.24"
"288","Amit Sharma","12","5","48371.92"
"289","Sneha Iyer","16","6","25244.67"
"290","Rohan Iyer","41","2","16486.11"
"291","Priya Iyer","75","2","16696.12"
"292","Amit Patel","228","2","7026.69"
"293","Pooja Mehta","219","3","24998.08"
"294","Arjun Verma","20","5","58775.46"
"295","Vikram Gupta","25","8","84096.91"
"296","Amit Kumar","9","7","76856.84"
"297","Nikhil Singh","69","5","24090.04"
"298","Rohan Singh","304","4","64998.46"
"299","Ananya Kumar","204","5","53939.56"
"300","Aditya Kumar","128","3","21458.50"
"301","Karan Gupta","54","3","38701.59"
"302","Nikhil Joshi","300","3","40733.74"
"303","Ananya Singh","9","5","28097.36"
"304","Isha Verma","366","3","11632.60"
"306","Meera Iyer","330","3","14120.58"
"307","Rahul Gupta","94","8","92308.99"
"308","Nikhil Mehta","529","3","6352.18"
"309","Neha Mehta","14","7","52106.13"
"310","Neha Sharma","26","4","10480.33"
"311","Neha Verma","23","4","29961.36"
"312","Rahul Joshi","278","5","70682.45"
"313","Priya Joshi","33","4","35518.13"
"314","Isha Verma","56","4","17859.57"
"315","Vikram Patel","44","2","38910.29"
"316","Nikhil Verma","178","3","51373.83"
"317","Pooja Mehta","20","4","21010.63"
"318","Pooja Shah","24","8","87471.08"
"319","Priya Kumar","661","1","13703.30"
"320","Aditya Sharma","72","5","48231.23"
"321","Pooja Patel","235","2","20276.22"
"322","Ananya Gupta","28","7","99808.87"
"323","Pooja Shah","52","5","52293.31"
"324","Arjun Iyer","221","2","4325.21"
"325","Rahul Patel","27","6","58310.31"
"326","Nikhil Sharma","119","3","40565.39"
"327","Meera Kumar","26","3","41290.46"
"328","Aditya Kumar","363","2","17656.41"
"329","Rahul Patel","157","5","47983.66"
"330","Meera Verma","32","4","26750.76"
"331","Aditya Gupta","46","5","86759.96"
"332","Pooja Joshi","17","10","103190.64"
"333","Rahul Iyer","136","2","10813.71"
"334","Pooja Iyer","254","4","23499.87"
"335","Neha Kumar","132","4","49263.77"
"336","Pooja Shah","10","4","20353.53"
"337","Ananya Kumar","33","5","19578.21"
"338","Karan Gupta","12","5","53626.92"
"339","Nikhil Gupta","86","3","39035.64"
"340","Vikram Mehta","9","7","68178.45"
"341","Karan Sharma","240","4","42199.25"
"342","Arjun Kumar","3","2","20003.90"
"343","Ananya Patel","247","1","2895.20"
"344","Isha Gupta","69","5","57717.13"
"345","Arjun Shah","3","4","26708.72"
"346","Pooja Verma","97","5","69049.85"
"347","Isha Joshi","330","6","78178.74"
"348","Priya Kumar","154","8","107274.10"
"349","Neha Mehta","17","4","29675.81"
"350","Isha Iyer","216","4","65021.67"
"351","Neha Patel","28","3","33916.49"
"352","Isha Singh","49","4","56915.61"
"353","Pooja Shah","277","3","34906.96"
"354","Karan Verma","136","4","26807.05"
"355","Nikhil Verma","68","3","8650.88"
"356","Sneha Mehta","38","2","28736.45"
"357","Meera Iyer","237","4","30590.23"
"358","Pooja Mehta","38","5","20001.84"
"359","Amit Kumar","138","7","50056.98"
"360","Aditya Joshi","58","8","67330.15"
"361","Priya Patel","58","3","24962.51"
"362","Priya Verma","589","3","29698.69"
"363","Sneha Verma","58","5","89505.41"
"364","Nikhil Mehta","460","2","8928.77"
"365","Nikhil Shah","173","4","50186.89"
"366","Neha Gupta","40","5","64645.44"
"367","Pooja Joshi","20","3","37548.49"
"368","Vikram Singh","113","5","31454.35"
"369","Rahul Mehta","432","3","22374.14"
"370","Priya Iyer","151","2","38039.31"
"371","Karan Kumar","27","4","34499.36"
"372","Vikram Verma","111","3","14520.11"
"373","Aditya Patel","88","3","46524.96"
"374","Karan Gupta","267","5","23635.98"
"375","Rahul Shah","366","4","57625.88"
"376","Ananya Iyer","54","5","57862.94"
"377","Pooja Kumar","113","2","35371.13"
"378","Karan Singh","58","6","19738.32"
"379","Pooja Singh","276","3","11380.66"
"380","Nikhil Gupta","110","4","30460.74"
"381","Priya Kumar","50","3","40291.13"
"382","Arjun Mehta","325","2","21181.77"
"383","Rahul Joshi","66","5","71295.32"
"384","Aditya Mehta","187","6","59529.27"
"385","Ananya Sharma","40","5","20053.17"
"386","Pooja Patel","234","2","12818.52"
"387","Ananya Patel","150","5","58332.83"
"388","Priya Singh","431","1","7259.67"
"389","Isha Mehta","19","5","73574.10"
"390","Arjun Kumar","46","7","52275.74"
"391","Arjun Mehta","44","5","30422.21"
"393","Pooja Verma","126","2","13377.17"
"394","Sneha Verma","147","2","32804.47"
"395","Amit Mehta","479","1","6483.96"
"396","Isha Patel","158","9","71765.20"
"397","Amit Singh","39","6","56311.18"
"398","Aditya Iyer","69","4","38622.90"
"399","Priya Gupta","144","2","11801.29"
"400","Rohan Verma","70","7","68262.99"
"401","Isha Mehta","178","2","3713.74"
"402","Pooja Joshi","141","6","74786.51"
"403","Pooja Iyer","284","6","28000.24"
"404","Isha Mehta","486","3","61380.43"
"405","Neha Iyer","44","5","43942.74"
"406","Amit Gupta","61","2","13535.81"
"407","Isha Kumar","16","3","27329.10"
"408","Isha Verma","130","12","120006.48"
"409","Vikram Kumar","327","4","51205.14"
"410","Isha Verma","245","3","26962.20"
"411","Priya Joshi","45","3","25144.82"
"412","Meera Sharma","40","5","38283.31"
"413","Arjun Iyer","31","3","15133.84"
"414","Sneha Shah","623","1","17055.85"
"415","Rohan Joshi","27","5","31429.66"
"416","Vikram Joshi","7","7","59235.58"
"417","Sneha Verma","13","5","44500.74"
"418","Ananya Gupta","74","5","67547.02"
"419","Vikram Shah","125","5","69535.67"
"420","Nikhil Iyer","60","3","17668.92"
"421","Isha Verma","102","3","14908.87"
"422","Aditya Singh","16","4","49077.98"
"423","Aditya Sharma","289","6","63623.79"
"424","Pooja Mehta","173","6","48596.77"
"425","Rohan Patel","100","4","59800.23"
"426","Rohan Verma","19","2","9505.23"
"427","Isha Kumar","58","7","59858.23"
"428","Aditya Singh","39","10","71841.03"
"429","Isha Gupta","432","4","23152.17"
"430","Rahul Sharma","88","5","36030.49"
"431","Ananya Kumar","161","3","15454.16"
"432","Rohan Iyer","339","3","73177.16"
"433","Rohan Iyer","62","3","20669.28"
"434","Nikhil Kumar","185","2","17523.27"
"435","Meera Singh","72","5","48447.67"
"436","Vikram Sharma","129","7","31110.60"
"437","Isha Joshi","270","2","19258.45"
"438","Aditya Sharma","171","2","8659.92"
"439","Vikram Gupta","53","3","40933.35"
"440","Nikhil Patel","123","6","35661.92"
"441","Isha Kumar","305","5","30128.48"
"442","Pooja Joshi","582","1","2393.42"
"443","Nikhil Mehta","114","5","33399.43"
"444","Pooja Joshi","412","2","16039.73"
"445","Pooja Patel","163","5","46047.07"
"446","Isha Gupta","47","7","37289.42"
"447","Nikhil Gupta","363","7","74541.43"
"448","Isha Verma","137","7","62168.84"
"449","Aditya Kumar","2","6","46790.99"
"450","Priya Singh","334","2","34768.92"
"451","Amit Singh","354","1","3964.35"
"452","Neha Mehta","89","9","86576.97"
"453","Pooja Shah","333","3","27613.53"
"454","Priya Kumar","50","8","72866.40"
"455","Rahul Sharma","372","5","45627.31"
"456","Nikhil Patel","163","9","60835.14"
"457","Rahul Patel","95","7","68507.68"
"458","Meera Joshi","74","6","78896.31"
"459","Rahul Kumar","192","6","47718.03"
"460","Priya Patel","576","2","20692.88"
"461","Meera Iyer","81","3","14013.06"
"462","Isha Joshi","13","3","15552.12"
"463","Karan Sharma","33","5","26572.79"
"464","Meera Shah","100","6","55386.02"
"465","Aditya Joshi","390","3","22169.16"
"466","Neha Verma","525","2","8865.72"
"467","Isha Gupta","75","4","34773.38"
"468","Pooja Mehta","597","4","43146.92"
"469","Priya Mehta","59","5","69024.80"
"470","Rahul Joshi","8","3","11169.98"
"471","Amit Iyer","14","7","93357.31"
"472","Amit Patel","15","8","93540.22"
"473","Meera Singh","119","2","7054.70"
"474","Aditya Joshi","174","6","42894.02"
"475","Karan Singh","331","5","7778.07"
"476","Vikram Mehta","489","3","20059.33"
"477","Nikhil Patel","120","3","41133.48"
"478","Aditya Kumar","48","8","59229.08"
"479","Rohan Sharma","54","2","24328.69"
"480","Arjun Verma","78","7","55181.44"
"481","Vikram Gupta","113","5","62634.60"
"482","Rahul Joshi","172","5","69724.72"
"483","Vikram Iyer","59","4","31520.63"
"484","Rahul Verma","115","3","39303.81"
"485","Priya Mehta","15","6","47370.39"
"486","Vikram Shah","170","4","37884.60"
"487","Amit Kumar","32","8","49935.29"
"488","Amit Iyer","21","4","11613.33"
"489","Karan Kumar","327","1","14571.42"
"490","Nikhil Verma","94","8","62358.95"
"491","Isha Sharma","140","4","35822.76"
"492","Isha Singh","152","6","78806.48"
"493","Rahul Sharma","51","4","13238.55"
"494","Nikhil Shah","4","2","33003.92"
"495","Isha Mehta","45","2","25291.79"
"496","Aditya Shah","42","7","38506.98"
"497","Priya Shah","14","3","16112.42"
"498","Rahul Iyer","106","9","72854.27"
"499","Karan Iyer","109","6","62773.19"
"500","Ananya Mehta","230","2","31292.18"
"501","Isha Gupta","71","1","688.41"
"502","Arjun Iyer","62","7","50977.13"
"503","Pooja Joshi","57","4","32070.54"
"504","Karan Iyer","286","6","19179.31"
"505","Rohan Singh","133","5","34459.20"
"506","Arjun Verma","172","3","31528.82"
"507","Rohan Iyer","48","1","13593.75"
"508","Aditya Sharma","56","9","69890.52"
"509","Rohan Kumar","313","3","15358.91"
"510","Karan Kumar","10","5","37635.79"
"511","Priya Mehta","78","7","84542.87"
"512","Neha Gupta","133","4","44864.97"
"513","Arjun Shah","123","6","26164.74"
"514","Karan Shah","9","3","19774.46"
"515","Meera Mehta","255","3","50515.29"
"516","Rahul Singh","333","1","3816.75"
"517","Isha Singh","38","3","24475.64"
"518","Amit Singh","90","2","16308.79"
"519","Sneha Shah","131","7","80099.82"
"520","Sneha Shah","31","3","28972.89"
"521","Arjun Gupta","258","6","49906.23"
"522","Isha Mehta","68","3","12791.96"
"523","Nikhil Verma","19","4","32361.24"
"524","Amit Singh","138","1","14812.65"
"525","Rahul Shah","98","5","45053.24"
"526","Priya Verma","105","8","101704.61"
"527","Isha Kumar","10","2","8436.12"
"528","Meera Mehta","156","7","37695.37"
"529","Vikram Mehta","74","4","22262.95"
"530","Amit Sharma","395","3","28484.44"
"531","Priya Joshi","177","7","69145.38"
"532","Pooja Joshi","167","5","37648.92"
"533","Sneha Singh","33","6","41280.17"
"534","Ananya Patel","32","5","43492.17"
"535","Amit Patel","74","6","62156.77"
"536","Nikhil Gupta","63","7","78549.09"
"537","Karan Kumar","197","3","31524.56"
"538","Rahul Joshi","162","5","58289.79"
"539","Ananya Sharma","199","5","44595.67"
"540","Rahul Gupta","102","6","56139.02"
"541","Sneha Mehta","3","9","94617.93"
"542","Pooja Singh","175","4","19775.09"
"543","Nikhil Shah","248","3","31036.94"
"544","Arjun Kumar","152","3","13782.63"
"545","Rohan Verma","570","1","13999.18"
"546","Meera Verma","146","3","11115.53"
"547","Isha Verma","7","3","11262.85"
"548","Neha Patel","155","4","19933.79"
"549","Nikhil Singh","17","5","33387.02"
"550","Ananya Patel","67","5","65258.57"
"551","Meera Patel","20","6","22992.80"
"552","Meera Singh","246","2","16813.59"
"553","Nikhil Verma","334","3","39615.30"
"554","Vikram Mehta","262","2","6303.42"
"555","Ananya Singh","55","3","16017.25"
"556","Rahul Singh","76","8","79706.75"
"557","Nikhil Patel","159","4","44440.28"
"558","Sneha Joshi","12","9","102222.19"
"559","Vikram Singh","125","5","39201.20"
"560","Ananya Iyer","1","4","34615.11"
"561","Rahul Joshi","400","2","14063.78"
"562","Arjun Patel","41","6","31091.17"
"563","Rohan Gupta","661","1","5049.32"
"564","Vikram Mehta","607","1","770.72"
"565","Meera Verma","259","3","12258.79"
"566","Priya Verma","65","3","13763.18"
"567","Neha Iyer","25","4","37153.11"
"568","Sneha Verma","155","8","101232.34"
"569","Rohan Shah","163","5","17918.22"
"570","Aditya Sharma","5","6","32565.51"
"571","Isha Verma","505","2","24945.52"
"572","Sneha Gupta","92","7","78731.39"
"573","Amit Shah","195","6","52152.47"
"574","Aditya Joshi","9","8","70269.84"
"575","Nikhil Kumar","155","7","56047.07"
"576","Sneha Patel","190","6","41589.00"
"577","Rohan Verma","680","1","1844.39"
"578","Pooja Gupta","13","5","31447.59"
"579","Karan Joshi","69","3","10397.64"
"580","Rohan Shah","21","3","47987.61"
"581","Aditya Iyer","143","1","29905.37"
"582","Neha Joshi","28","6","57283.01"
"583","Sneha Gupta","87","4","58071.08"
"584","Aditya Joshi","58","1","9716.28"
"585","Karan Kumar","81","6","34018.89"
"586","Isha Sharma","77","6","69127.94"
"587","Pooja Patel","368","3","21243.02"
"588","Meera Mehta","677","1","2660.27"
"589","Amit Singh","189","4","14006.40"
"590","Ananya Iyer","216","5","47843.37"
"591","Sneha Gupta","52","6","35615.16"
"592","Meera Shah","490","2","28477.59"
"593","Aditya Joshi","69","2","20208.01"
"594","Rohan Sharma","86","5","58622.00"
"595","Aditya Gupta","18","6","39340.25"
"596","Nikhil Sharma","35","11","81684.36"
"597","Pooja Kumar","13","8","80039.66"
"598","Aditya Patel","186","6","43925.84"
"599","Arjun Singh","90","4","42970.12"
"600","Rahul Joshi","74","3","26111.27"
"601","Nikhil Kumar","12","4","42278.53"
"602","Amit Shah","40","6","38575.99"
"603","Aditya Joshi","159","2","12506.39"
"604","Arjun Patel","10","6","71710.27"
"605","Ananya Joshi","113","3","25513.71"
"606","Isha Shah","227","4","35080.82"
"607","Neha Singh","77","8","131082.86"
"608","Neha Sharma","317","1","12608.67"
"609","Aditya Sharma","51","4","58652.04"
"610","Karan Mehta","81","8","56449.74"
"611","Sneha Joshi","8","3","8337.62"
"612","Neha Verma","59","7","75283.65"
"613","Neha Shah","26","7","88031.55"
"614","Meera Verma","219","1","19456.56"
"615","Ananya Joshi","71","5","48512.49"
"616","Aditya Shah","420","5","35138.77"
"617","Priya Iyer","187","6","50415.73"
"618","Isha Verma","18","10","108869.77"
"619","Aditya Verma","94","4","41683.99"
"620","Nikhil Iyer","146","3","15259.73"
"621","Aditya Gupta","188","2","8110.03"
"622","Aditya Patel","2","5","26328.54"
"623","Rohan Kumar","51","5","58754.11"
"624","Sneha Patel","268","2","9673.93"
"625","Isha Kumar","194","4","38147.52"
"626","Ananya Singh","715","1","18072.91"
"627","Priya Joshi","123","4","47738.10"
"628","Nikhil Shah","69","7","26255.85"
"629","Karan Sharma","113","6","79060.82"
"630","Nikhil Patel","10","7","68411.45"
"631","Karan Shah","719","1","5408.86"
"632","Neha Singh","171","3","38887.00"
"633","Rohan Verma","345","1","5328.98"
"634","Amit Kumar","266","5","15013.01"
"635","Karan Joshi","5","1","1481.89"
"636","Sneha Kumar","46","8","59084.47"
"637","Karan Patel","236","8","85038.71"
"638","Karan Verma","304","3","21067.60"
"639","Neha Mehta","403","2","7650.04"
"640","Nikhil Kumar","121","5","39352.91"
"642","Ananya Verma","130","6","23602.61"
"643","Karan Mehta","162","4","44043.38"
"644","Arjun Kumar","141","7","80652.17"
"645","Ananya Singh","9","5","46187.94"
"646","Amit Patel","69","3","39644.47"
"647","Arjun Patel","493","1","6699.77"
"648","Sneha Verma","9","4","50097.15"
"649","Meera Sharma","37","8","76411.57"
"650","Vikram Sharma","114","6","73283.83"
"651","Ananya Mehta","154","3","50620.71"
"652","Karan Iyer","123","6","74708.89"
"653","Arjun Singh","73","3","31493.34"
"654","Sneha Shah","66","4","41501.80"
"655","Rohan Sharma","112","6","38406.64"
"656","Neha Singh","196","5","48539.30"
"657","Nikhil Mehta","33","4","38730.45"
"658","Karan Singh","93","4","25599.82"
"659","Priya Patel","98","6","63873.67"
"660","Ananya Gupta","8","2","12613.90"
"661","Neha Patel","51","6","64302.67"
"662","Karan Gupta","36","10","98098.09"
"663","Sneha Singh","289","1","3649.09"
